Trajectory_ID,Latitude,Longitude,Order,Type
111,35.270546,-59.426895,67,Cargo
13,35.26591,-59.457874,29,Cargo
1050,35.26538,-59.45046,14,Cargo
1206,35.263428,-59.455303,7,Cargo
1261,35.26275,-59.453876,7,Cargo
256,35.262615,-59.45514,6,Tanker
1283,35.26276,-59.451916,16,Container
1331,35.272907,-59.4185,89,Cargo
1283,35.262722,-59.45294,10,Container
902,35.26289,-59.445972,20,Cargo
635,35.262775,-59.454334,19,Tanker
1002,35.26258,-59.455536,0,Tanker
560,35.262615,-59.45592,2,Cargo
521,35.262783,-59.450146,22,Cargo
1155,35.26266,-59.455456,3,Tanker
357,35.26885,-59.444122,55,Cargo
811,35.263737,-59.426304,67,Cargo
1073,35.27101,-59.426426,75,Cargo
1294,35.264393,-59.453144,9,Cargo
82,35.26269,-59.45299,40,Tanker
647,35.263016,-59.453888,25,Tanker
257,35.274326,-59.435566,93,Cargo
1113,35.263653,-59.4221,77,Container
964,35.264217,-59.44985,84,Tanker
1460,35.263264,-59.45026,10,Cargo
609,35.262794,-59.454273,21,Tanker
1108,35.265385,-59.436935,66,Container
207,35.26276,-59.450237,73,Tanker
988,35.26263,-59.45454,15,Tanker
1040,35.264133,-59.452892,9,Cargo
740,35.262707,-59.45183,55,Tanker
1083,35.26286,-59.447712,34,Container
781,35.26785,-59.416172,83,Cargo
288,35.26283,-59.45357,8,Cargo
14,35.263203,-59.45341,8,Container
206,35.264103,-59.446827,41,Container
1289,35.264606,-59.440216,52,Cargo
495,35.263073,-59.454926,13,Tanker
1165,35.262768,-59.45515,6,Tanker
81,35.266098,-59.441578,50,Cargo
96,35.26321,-59.45167,8,Cargo
1165,35.264606,-59.451813,68,Tanker
1147,35.269928,-59.44521,61,Cargo
184,35.263535,-59.455585,40,Tanker
766,35.263573,-59.450928,10,Cargo
1531,35.26274,-59.451412,11,Cargo
487,35.264435,-59.449448,13,Cargo
1,35.262787,-59.45529,6,Tanker
979,35.262833,-59.446728,15,Cargo
327,35.26504,-59.43706,39,Cargo
84,35.263615,-59.451366,10,Cargo
541,35.266144,-59.427723,54,Cargo
47,35.263412,-59.455444,38,Tanker
1233,35.26296,-59.44752,13,Cargo
1455,35.2706,-59.443573,50,Cargo
251,35.26866,-59.44453,61,Cargo
178,35.270687,-59.442387,38,Tanker
289,35.26271,-59.455128,8,Tanker
273,35.26277,-59.455578,17,Cargo
665,35.269184,-59.453808,82,Cargo
917,35.26471,-59.448284,22,Cargo
1387,35.263374,-59.449993,17,Cargo
79,35.266514,-59.44528,32,Cargo
1372,35.262966,-59.4525,13,Container
1386,35.2629,-59.45329,10,Cargo
1474,35.264225,-59.446125,19,Cargo
160,35.266018,-59.45525,41,Cargo
575,35.262806,-59.454647,2,Cargo
28,35.26326,-59.450794,69,Tanker
191,35.262943,-59.446426,22,Cargo
811,35.263935,-59.41984,81,Cargo
162,35.264637,-59.440887,62,Container
969,35.270878,-59.45006,62,Cargo
1535,35.267853,-59.437347,86,Container
735,35.26447,-59.448536,31,Cargo
82,35.26282,-59.44933,89,Tanker
193,35.26271,-59.45557,3,Tanker
1585,35.271156,-59.454823,80,Cargo
456,35.26282,-59.449795,32,Tanker
1460,35.262814,-59.45341,3,Cargo
322,35.26382,-59.45546,10,Cargo
776,35.267506,-59.456066,50,Cargo
179,35.26279,-59.45459,2,Cargo
1569,35.263245,-59.456432,16,Cargo
575,35.264256,-59.44992,19,Cargo
163,35.262936,-59.456024,17,Tanker
317,35.263447,-59.4299,66,Container
378,35.263836,-59.418415,68,Cargo
1308,35.26416,-59.45581,59,Tanker
1137,35.26298,-59.442554,27,Container
1382,35.263317,-59.45441,10,Cargo
1259,35.262684,-59.45238,6,Cargo
907,35.262638,-59.4543,1,Cargo
1265,35.269444,-59.427902,64,Cargo
1304,35.26328,-59.43623,65,Cargo
1193,35.262684,-59.455185,7,Tanker
383,35.27084,-59.44228,45,Cargo
566,35.262615,-59.454605,4,Container
48,35.26408,-59.452778,52,Tanker
352,35.264725,-59.440857,67,Cargo
290,35.262672,-59.45532,4,Tanker
1163,35.26489,-59.455196,34,Tanker
1193,35.263405,-59.452366,53,Tanker
1086,35.263332,-59.434093,98,Container
832,35.262978,-59.445843,32,Cargo
1567,35.26436,-59.450542,19,Container
645,35.26822,-59.456043,63,Cargo
1184,35.267532,-59.455685,75,Cargo
837,35.26308,-59.443096,28,Cargo
1481,35.270462,-59.4402,51,Cargo
1136,35.262974,-59.45227,6,Cargo
1058,35.26755,-59.453613,89,Cargo
385,35.27124,-59.436558,54,Cargo
813,35.263065,-59.45265,47,Tanker
1491,35.26323,-59.440807,31,Cargo
657,35.263107,-59.454174,7,Cargo
64,35.26422,-59.44425,22,Cargo
1310,35.26806,-59.445118,63,Cargo
237,35.26837,-59.436543,62,Cargo
986,35.26381,-59.453632,11,Cargo
1516,35.263073,-59.45401,26,Tanker
82,35.262814,-59.449585,85,Tanker
985,35.267673,-59.443707,30,Cargo
1558,35.26692,-59.447144,22,Cargo
1453,35.268448,-59.43631,67,Cargo
157,35.2627,-59.454784,10,Tanker
1458,35.263493,-59.433468,69,Container
221,35.263004,-59.452953,39,Tanker
880,35.26263,-59.455353,3,Tanker
31,35.26741,-59.43489,47,Cargo
1159,35.26279,-59.450626,23,Container
229,35.263386,-59.453053,6,Cargo
461,35.26546,-59.43276,46,Cargo
1352,35.262997,-59.455257,3,Cargo
980,35.263416,-59.45241,13,Container
850,35.263462,-59.45075,15,Cargo
940,35.263577,-59.45236,7,Cargo
862,35.26802,-59.446217,52,Cargo
1592,35.263096,-59.45198,48,Tanker
730,35.26556,-59.444702,50,Cargo
324,35.265305,-59.438873,60,Cargo
122,35.26715,-59.437454,51,Cargo
231,35.262646,-59.454548,4,Cargo
764,35.26466,-59.4512,30,Cargo
228,35.262665,-59.45389,22,Tanker
7,35.26267,-59.456432,2,Cargo
653,35.263565,-59.45518,24,Cargo
796,35.26935,-59.455597,70,Cargo
103,35.262936,-59.446365,15,Cargo
661,35.26379,-59.45374,34,Tanker
819,35.26539,-59.444916,50,Container
740,35.26259,-59.455303,3,Tanker
445,35.264095,-59.45461,16,Cargo
1113,35.262848,-59.447643,17,Container
664,35.262596,-59.455505,1,Tanker
1021,35.27571,-59.43223,60,Cargo
64,35.266743,-59.42338,78,Cargo
1391,35.263157,-59.45634,2,Cargo
1165,35.26444,-59.45207,62,Tanker
1460,35.262753,-59.45402,2,Cargo
1382,35.26953,-59.450928,98,Cargo
626,35.263012,-59.453114,38,Tanker
1359,35.26405,-59.452305,17,Cargo
781,35.26604,-59.432415,50,Cargo
792,35.264446,-59.44934,16,Cargo
1479,35.263058,-59.44249,57,Container
699,35.263145,-59.45406,6,Cargo
1113,35.26259,-59.455387,0,Container
799,35.26299,-59.4532,32,Tanker
1443,35.263752,-59.451427,14,Cargo
1278,35.262806,-59.447968,26,Container
237,35.266026,-59.445034,36,Cargo
1512,35.264378,-59.442413,71,Tanker
853,35.262787,-59.45485,11,Tanker
176,35.2632,-59.454144,4,Cargo
1580,35.262768,-59.455032,8,Tanker
247,35.2643,-59.45284,17,Cargo
191,35.2627,-59.453094,6,Cargo
672,35.265656,-59.452236,10,Cargo
64,35.263824,-59.44688,16,Cargo
603,35.262985,-59.45558,20,Cargo
672,35.26414,-59.454315,3,Cargo
1020,35.263023,-59.44392,24,Cargo
755,35.26318,-59.454853,3,Cargo
1405,35.26334,-59.452362,47,Tanker
1212,35.26279,-59.45496,10,Tanker
1585,35.266285,-59.455677,30,Cargo
1111,35.26267,-59.455036,0,Cargo
1392,35.262867,-59.453724,8,Container
1357,35.262974,-59.443874,51,Cargo
897,35.26334,-59.438343,29,Cargo
506,35.26772,-59.44443,25,Cargo
651,35.2627,-59.454865,2,Container
416,35.267094,-59.427998,79,Cargo
233,35.262836,-59.44812,16,Cargo
870,35.267452,-59.424725,67,Cargo
813,35.26262,-59.455433,2,Tanker
60,35.26277,-59.449905,81,Tanker
634,35.265224,-59.44988,15,Cargo
795,35.262894,-59.44795,31,Container
542,35.266796,-59.453587,37,Cargo
1544,35.263935,-59.455097,21,Cargo
945,35.263645,-59.45163,15,Cargo
591,35.262684,-59.453083,4,Cargo
245,35.263123,-59.454514,3,Cargo
818,35.262707,-59.454952,11,Tanker
1486,35.265347,-59.455017,24,Cargo
569,35.26387,-59.421337,74,Cargo
799,35.26337,-59.450726,70,Tanker
935,35.263912,-59.456463,26,Cargo
1163,35.26697,-59.455173,53,Tanker
590,35.263172,-59.45152,59,Tanker
1258,35.267376,-59.44334,32,Cargo
1269,35.263355,-59.453175,4,Cargo
1294,35.26289,-59.45517,1,Cargo
1494,35.264126,-59.454212,16,Cargo
619,35.26486,-59.45053,22,Cargo
518,35.26691,-59.45569,28,Cargo
253,35.264225,-59.45635,28,Cargo
1058,35.26581,-59.453537,62,Cargo
895,35.262585,-59.45541,0,Cargo
70,35.263218,-59.454758,7,Cargo
870,35.263927,-59.44621,18,Cargo
1171,35.266434,-59.457447,28,Cargo
556,35.27429,-59.435993,55,Cargo
1183,35.26985,-59.426365,76,Cargo
742,35.266514,-59.45902,32,Cargo
363,35.263256,-59.451923,9,Cargo
1311,35.262627,-59.454426,3,Cargo
1131,35.26301,-59.44222,33,Cargo
572,35.269672,-59.42674,70,Cargo
1451,35.26431,-59.4503,24,Cargo
117,35.262707,-59.45445,2,Cargo
399,35.268482,-59.454487,70,Cargo
705,35.265224,-59.438763,43,Container
75,35.2639,-59.44728,29,Cargo
232,35.274582,-59.43333,84,Cargo
367,35.262745,-59.45401,2,Cargo
902,35.263424,-59.426132,66,Cargo
372,35.264523,-59.44873,23,Cargo
566,35.262787,-59.446915,25,Container
217,35.26267,-59.45506,6,Tanker
257,35.27188,-59.438816,76,Cargo
273,35.26325,-59.455456,33,Cargo
64,35.264843,-59.437702,37,Cargo
1158,35.262695,-59.45514,1,Cargo
1432,35.263683,-59.45152,10,Cargo
330,35.262806,-59.45444,3,Cargo
898,35.263054,-59.45137,15,Container
596,35.2698,-59.45133,71,Cargo
1224,35.268497,-59.416565,93,Cargo
760,35.26286,-59.45516,7,Tanker
489,35.262707,-59.45221,6,Cargo
630,35.263027,-59.45525,2,Cargo
870,35.265003,-59.439484,32,Cargo
962,35.26524,-59.45746,17,Cargo
685,35.265095,-59.445038,24,Cargo
1587,35.262997,-59.454437,19,Tanker
785,35.269146,-59.447018,25,Cargo
901,35.27468,-59.43867,66,Cargo
439,35.262882,-59.44766,24,Container
1525,35.262817,-59.45419,6,Cargo
371,35.262814,-59.448704,32,Container
99,35.267944,-59.453075,77,Cargo
317,35.263523,-59.42779,71,Container
929,35.26534,-59.44969,16,Cargo
1192,35.26394,-59.45174,28,Cargo
1115,35.262547,-59.4556,5,Cargo
1451,35.26723,-59.438534,75,Cargo
1504,35.267345,-59.446213,97,Cargo
1510,35.263016,-59.453873,4,Cargo
144,35.265278,-59.43593,88,Cargo
687,35.26369,-59.454254,7,Cargo
610,35.27776,-59.422867,83,Cargo
869,35.262943,-59.453716,3,Cargo
1548,35.263187,-59.454784,4,Cargo
1006,35.263004,-59.455006,11,Tanker
422,35.26311,-59.43927,43,Cargo
860,35.2729,-59.43587,61,Cargo
494,35.26369,-59.451397,10,Cargo
704,35.268764,-59.444996,26,Cargo
487,35.265606,-59.444,23,Cargo
1424,35.263958,-59.451366,20,Cargo
917,35.267178,-59.44157,42,Cargo
968,35.26399,-59.449783,89,Tanker
1484,35.268528,-59.437363,90,Cargo
755,35.265247,-59.450897,17,Cargo
475,35.266804,-59.448376,20,Cargo
723,35.27664,-59.4305,74,Cargo
584,35.262684,-59.454807,1,Cargo
340,35.26591,-59.454235,18,Cargo
150,35.262623,-59.454548,1,Cargo
1222,35.262676,-59.45354,4,Cargo
478,35.26372,-59.453182,45,Tanker
175,35.266018,-59.457348,17,Cargo
981,35.26404,-59.444645,37,Container
619,35.264095,-59.4528,14,Cargo
554,35.262775,-59.45508,7,Tanker
1200,35.262768,-59.450306,79,Tanker
869,35.262646,-59.455112,0,Cargo
1043,35.263702,-59.447994,36,Container
1224,35.267124,-59.423786,76,Cargo
299,35.26803,-59.4445,62,Container
1043,35.262848,-59.453655,9,Container
1323,35.263515,-59.449677,18,Container
160,35.265213,-59.455753,27,Cargo
1330,35.26276,-59.454014,8,Cargo
548,35.26528,-59.45674,40,Cargo
1421,35.263134,-59.43901,38,Cargo
1008,35.26378,-59.41942,97,Cargo
985,35.26385,-59.452282,6,Cargo
996,35.26398,-59.4581,22,Cargo
238,35.271294,-59.439938,91,Cargo
731,35.26279,-59.450077,14,Cargo
1041,35.265865,-59.454056,42,Cargo
459,35.265583,-59.454052,69,Cargo
1351,35.264515,-59.456043,9,Cargo
722,35.26438,-59.44928,96,Tanker
542,35.26294,-59.455273,2,Cargo
363,35.26347,-59.450592,15,Cargo
436,35.263,-59.45227,13,Cargo
1252,35.26733,-59.44687,50,Cargo
772,35.262844,-59.44771,32,Container
779,35.262924,-59.456112,6,Cargo
1296,35.26282,-59.453754,3,Cargo
1583,35.265743,-59.450542,16,Cargo
813,35.262726,-59.454803,13,Tanker
1130,35.264572,-59.45168,46,Cargo
274,35.27092,-59.42387,72,Cargo
1431,35.26379,-59.45227,9,Cargo
287,35.26439,-59.456684,32,Cargo
545,35.265335,-59.437634,59,Cargo
873,35.263767,-59.455307,68,Tanker
485,35.26329,-59.436237,82,Cargo
1324,35.263386,-59.45021,19,Container
1310,35.26711,-59.4471,53,Cargo
247,35.26363,-59.45412,8,Cargo
1437,35.2649,-59.43864,74,Container
859,35.26434,-59.45197,10,Cargo
981,35.2636,-59.448498,24,Container
1055,35.262844,-59.45468,13,Tanker
1071,35.262814,-59.44905,21,Cargo
123,35.262844,-59.455746,5,Cargo
965,35.26326,-59.455246,6,Cargo
328,35.26479,-59.442173,58,Container
947,35.263042,-59.454998,13,Tanker
1132,35.263096,-59.438675,35,Cargo
1123,35.262745,-59.451397,17,Container
1192,35.263668,-59.4518,26,Cargo
372,35.26344,-59.453487,6,Cargo
909,35.262966,-59.44539,45,Cargo
125,35.26866,-59.455093,82,Cargo
1459,35.264523,-59.45174,12,Cargo
906,35.263264,-59.455364,36,Tanker
499,35.264095,-59.45119,22,Cargo
1100,35.268505,-59.415318,83,Cargo
1567,35.264267,-59.450882,17,Container
81,35.265533,-59.44432,41,Cargo
577,35.26376,-59.453854,8,Cargo
1049,35.263905,-59.450924,13,Cargo
568,35.262634,-59.455383,3,Tanker
5,35.263412,-59.453114,35,Tanker
218,35.263508,-59.45432,8,Cargo
1062,35.263493,-59.45189,54,Tanker
1542,35.263443,-59.430725,80,Container
416,35.262955,-59.453156,6,Cargo
273,35.263336,-59.45541,44,Cargo
1008,35.262676,-59.45337,7,Cargo
959,35.26323,-59.45436,6,Container
52,35.26283,-59.45422,7,Container
84,35.268974,-59.43072,68,Cargo
1298,35.263912,-59.454407,23,Cargo
1570,35.262882,-59.445583,39,Cargo
204,35.262913,-59.455128,8,Tanker
445,35.263268,-59.454662,7,Cargo
1050,35.271435,-59.43919,46,Cargo
1476,35.263035,-59.454945,1,Cargo
1073,35.2678,-59.43684,48,Cargo
579,35.26789,-59.455627,38,Cargo
1428,35.263134,-59.454823,15,Tanker
123,35.26434,-59.455578,79,Cargo
881,35.26544,-59.44368,29,Cargo
1100,35.262997,-59.45279,9,Cargo
1591,35.263138,-59.452682,8,Cargo
860,35.27302,-59.43546,62,Cargo
1159,35.26283,-59.44929,28,Container
762,35.26859,-59.443592,46,Cargo
1042,35.26325,-59.436817,57,Cargo
647,35.26282,-59.45476,13,Tanker
1101,35.2634,-59.45703,4,Cargo
929,35.266193,-59.44829,22,Cargo
192,35.2626,-59.454605,2,Cargo
1418,35.2637,-59.45615,5,Cargo
1292,35.2639,-59.453465,40,Tanker
1178,35.263226,-59.450787,24,Container
491,35.26347,-59.431202,44,Cargo
1442,35.262646,-59.45316,9,Container
14,35.263103,-59.454174,4,Container
405,35.262745,-59.4545,15,Tanker
909,35.26315,-59.43912,74,Cargo
1130,35.26268,-59.45561,0,Cargo
886,35.265,-59.45122,83,Tanker
65,35.265823,-59.434418,43,Cargo
1497,35.264725,-59.44002,68,Cargo
304,35.267155,-59.444782,39,Cargo
1218,35.263546,-59.434692,64,Container
125,35.268555,-59.454952,70,Cargo
165,35.262936,-59.454853,13,Tanker
932,35.26282,-59.448223,12,Cargo
1032,35.26717,-59.44699,44,Cargo
764,35.26599,-59.45024,60,Cargo
836,35.263454,-59.448944,30,Container
47,35.26284,-59.455692,12,Tanker
1012,35.262905,-59.444386,24,Cargo
635,35.26273,-59.454678,14,Tanker
414,35.266384,-59.439342,58,Cargo
91,35.26278,-59.45104,67,Tanker
684,35.263264,-59.44997,13,Cargo
1543,35.263924,-59.447388,26,Cargo
1096,35.263824,-59.45331,11,Cargo
15,35.270687,-59.43802,53,Cargo
91,35.262638,-59.454487,15,Tanker
375,35.262268,-59.455704,19,Cargo
685,35.26283,-59.45396,3,Cargo
265,35.264206,-59.45132,19,Cargo
1265,35.267616,-59.435062,44,Cargo
628,35.26265,-59.452953,6,Cargo
1155,35.263245,-59.454502,22,Tanker
752,35.262608,-59.4556,0,Tanker
234,35.26433,-59.44496,27,Cargo
1535,35.26363,-59.45097,22,Container
685,35.268917,-59.43025,72,Cargo
1169,35.262985,-59.454926,2,Cargo
735,35.2634,-59.452408,14,Cargo
1289,35.26314,-59.45195,10,Cargo
1039,35.266705,-59.447735,21,Cargo
1298,35.2639,-59.454266,31,Cargo
1069,35.263706,-59.450882,72,Tanker
299,35.263657,-59.45221,16,Container
759,35.262665,-59.455235,0,Cargo
1062,35.26424,-59.44951,91,Tanker
859,35.272778,-59.434628,62,Cargo
978,35.26266,-59.453293,5,Cargo
277,35.26312,-59.4546,18,Tanker
1148,35.26618,-59.45296,62,Tanker
1132,35.26317,-59.43719,39,Cargo
391,35.270573,-59.42796,70,Cargo
1390,35.26296,-59.45569,2,Cargo
559,35.264206,-59.453033,46,Tanker
1147,35.272083,-59.440643,87,Cargo
252,35.26318,-59.45119,66,Tanker
723,35.27171,-59.43997,50,Cargo
764,35.267735,-59.45219,70,Cargo
1183,35.266903,-59.43979,43,Cargo
897,35.26344,-59.435715,36,Cargo
149,35.263325,-59.451557,12,Container
269,35.263535,-59.453613,34,Tanker
91,35.262787,-59.450653,72,Tanker
925,35.262966,-59.452946,7,Cargo
764,35.265476,-59.450504,55,Cargo
760,35.263584,-59.454075,29,Tanker
54,35.26563,-59.4514,28,Cargo
179,35.264233,-59.44322,33,Cargo
1503,35.263958,-59.4534,8,Cargo
1549,35.26601,-59.45157,12,Cargo
1537,35.263645,-59.44701,19,Cargo
1336,35.264587,-59.452496,12,Cargo
439,35.262604,-59.455128,1,Container
805,35.269028,-59.43459,63,Container
1307,35.26306,-59.45468,16,Tanker
1346,35.263077,-59.456554,6,Cargo
1549,35.27931,-59.430264,75,Cargo
643,35.262726,-59.451664,56,Tanker
326,35.262814,-59.45003,23,Cargo
369,35.26437,-59.4475,34,Tanker
341,35.26295,-59.444317,45,Container
656,35.265255,-59.44714,31,Cargo
1368,35.263306,-59.453354,10,Cargo
797,35.262783,-59.45525,4,Tanker
155,35.26269,-59.452847,6,Cargo
1508,35.262775,-59.448933,22,Cargo
901,35.27483,-59.438538,67,Cargo
1142,35.2627,-59.45462,4,Container
1268,35.269257,-59.44394,71,Cargo
1438,35.26277,-59.453968,6,Container
439,35.262764,-59.450275,16,Container
1216,35.263218,-59.45445,21,Tanker
31,35.263214,-59.45107,13,Cargo
552,35.263187,-59.454548,20,Cargo
528,35.263336,-59.452484,17,Cargo
680,35.262695,-59.45515,8,Tanker
183,35.265324,-59.44273,29,Cargo
1111,35.265507,-59.44969,17,Cargo
293,35.26439,-59.443542,30,Cargo
56,35.262615,-59.45534,0,Container
162,35.265285,-59.436657,80,Container
678,35.263092,-59.45517,34,Cargo
1532,35.262863,-59.454815,12,Tanker
1055,35.262917,-59.454453,17,Tanker
1331,35.264217,-59.449413,13,Cargo
1008,35.26335,-59.432358,65,Cargo
770,35.262684,-59.455322,0,Cargo
198,35.26294,-59.45442,3,Cargo
1030,35.263645,-59.44736,17,Cargo
416,35.26694,-59.429287,75,Cargo
1061,35.263706,-59.454163,4,Cargo
253,35.264034,-59.456192,26,Cargo
604,35.26393,-59.451946,7,Cargo
1014,35.26276,-59.45206,7,Cargo
32,35.262966,-59.452694,40,Tanker
1150,35.26296,-59.4547,3,Cargo
482,35.262604,-59.454,4,Cargo
215,35.26383,-59.457287,14,Cargo
365,35.26274,-59.454525,2,Cargo
1330,35.26343,-59.453857,19,Cargo
70,35.26957,-59.44286,73,Cargo
367,35.264584,-59.442657,25,Cargo
1504,35.264984,-59.450413,45,Cargo
822,35.262585,-59.45552,0,Cargo
722,35.26386,-59.451233,66,Tanker
226,35.26292,-59.455135,9,Tanker
1128,35.265335,-59.451504,14,Cargo
96,35.26366,-59.448475,16,Cargo
1188,35.26523,-59.456417,22,Cargo
710,35.262775,-59.454502,4,Container
880,35.26401,-59.45038,83,Tanker
673,35.26291,-59.454372,17,Tanker
1141,35.262905,-59.453754,26,Tanker
1206,35.268524,-59.451584,75,Cargo
1443,35.264942,-59.44751,28,Cargo
1054,35.263535,-59.453842,4,Cargo
179,35.26297,-59.45297,6,Cargo
188,35.263935,-59.45545,8,Cargo
1503,35.275333,-59.431538,79,Cargo
363,35.263348,-59.451374,11,Cargo
696,35.262653,-59.45523,0,Cargo
584,35.262997,-59.45294,5,Cargo
722,35.264126,-59.450085,84,Tanker
1362,35.26263,-59.453754,5,Cargo
1476,35.276005,-59.43019,62,Cargo
233,35.262997,-59.443813,29,Cargo
943,35.2721,-59.424377,83,Cargo
1542,35.263256,-59.43751,61,Container
504,35.264412,-59.453278,27,Cargo
764,35.264343,-59.452038,23,Cargo
1580,35.262608,-59.455494,1,Tanker
13,35.265873,-59.456463,42,Cargo
1022,35.26266,-59.455013,8,Tanker
10,35.26683,-59.44783,19,Cargo
1450,35.26273,-59.45281,10,Container
668,35.26259,-59.454754,12,Cargo
185,35.264797,-59.45264,13,Cargo
322,35.265133,-59.454327,22,Cargo
28,35.26318,-59.451477,59,Tanker
370,35.26337,-59.454273,7,Cargo
391,35.27126,-59.426098,75,Cargo
1510,35.262924,-59.4543,3,Cargo
1156,35.26652,-59.45599,75,Cargo
1023,35.263916,-59.44743,24,Cargo
1463,35.26652,-59.441025,28,Cargo
1473,35.262695,-59.452164,6,Cargo
999,35.26882,-59.44528,61,Cargo
58,35.26341,-59.4527,6,Cargo
1283,35.262726,-59.45273,11,Container
105,35.264908,-59.44507,26,Cargo
184,35.263924,-59.455692,53,Tanker
1360,35.26732,-59.44984,36,Cargo
665,35.263096,-59.45772,5,Cargo
81,35.268887,-59.432392,84,Cargo
64,35.263958,-59.446003,18,Cargo
1363,35.26309,-59.442158,36,Cargo
1234,35.26361,-59.44868,34,Container
1389,35.26274,-59.455692,11,Tanker
1,35.262615,-59.455578,0,Tanker
735,35.264328,-59.4489,29,Cargo
1181,35.263596,-59.45586,71,Cargo
915,35.262608,-59.4549,4,Tanker
328,35.265167,-59.439266,71,Container
972,35.262943,-59.454983,1,Cargo
719,35.263935,-59.450413,15,Cargo
613,35.263386,-59.452576,44,Tanker
681,35.263077,-59.45221,47,Tanker
1283,35.262714,-59.453175,9,Container
357,35.270565,-59.441193,65,Cargo
744,35.263874,-59.448116,38,Cargo
197,35.26291,-59.44813,19,Cargo
943,35.266857,-59.440655,39,Cargo
1251,35.27297,-59.43482,51,Cargo
626,35.263393,-59.450268,78,Tanker
559,35.262657,-59.4555,1,Tanker
582,35.26447,-59.448116,16,Cargo
1042,35.26277,-59.44969,20,Cargo
483,35.263058,-59.443466,51,Cargo
962,35.26285,-59.457035,2,Cargo
513,35.26292,-59.445866,34,Cargo
322,35.266087,-59.454884,31,Cargo
601,35.26388,-59.446377,37,Cargo
1481,35.27096,-59.438442,56,Cargo
1086,35.262753,-59.45009,25,Container
376,35.26318,-59.45453,1,Cargo
1073,35.269375,-59.431458,61,Cargo
172,35.26283,-59.454712,1,Cargo
73,35.265926,-59.449127,22,Cargo
180,35.26265,-59.455368,3,Tanker
1021,35.263805,-59.454895,3,Cargo
915,35.262733,-59.450592,20,Tanker
880,35.26281,-59.454655,14,Tanker
228,35.262714,-59.452587,41,Tanker
631,35.265278,-59.45074,25,Cargo
1535,35.267193,-59.439575,74,Container
527,35.263325,-59.455597,35,Cargo
1324,35.26317,-59.45196,13,Container
304,35.268158,-59.442493,48,Cargo
1308,35.263653,-59.45573,41,Tanker
62,35.264843,-59.4519,25,Cargo
225,35.265484,-59.449696,34,Cargo
39,35.262737,-59.45305,11,Cargo
444,35.26269,-59.455597,1,Tanker
737,35.26425,-59.45409,49,Cargo
46,35.263332,-59.45245,12,Cargo
143,35.262844,-59.455303,0,Cargo
635,35.262814,-59.454166,22,Tanker
1530,35.262733,-59.450974,68,Tanker
1412,35.266567,-59.44748,45,Cargo
1310,35.26743,-59.44641,56,Cargo
1019,35.26463,-59.443268,42,Cargo
309,35.263092,-59.440063,67,Cargo
145,35.264523,-59.456066,44,Tanker
706,35.262657,-59.453766,27,Tanker
873,35.263905,-59.455166,83,Tanker
1581,35.27544,-59.434795,67,Cargo
1574,35.262794,-59.453125,10,Cargo
910,35.262756,-59.455036,8,Tanker
1227,35.263058,-59.452972,5,Cargo
560,35.264847,-59.454407,49,Cargo
941,35.263798,-59.453884,11,Cargo
99,35.26869,-59.45329,85,Cargo
774,35.262943,-59.45442,4,Cargo
1033,35.263096,-59.44157,65,Container
688,35.26399,-59.453083,45,Tanker
611,35.273888,-59.43635,48,Cargo
999,35.265503,-59.451565,23,Cargo
1007,35.263184,-59.45117,14,Container
493,35.263416,-59.433643,52,Cargo
1122,35.263607,-59.456436,13,Cargo
81,35.268322,-59.434406,77,Cargo
160,35.265972,-59.45486,44,Cargo
175,35.266846,-59.456905,36,Cargo
1053,35.26598,-59.45779,26,Cargo
15,35.264187,-59.454224,5,Cargo
614,35.262825,-59.450623,15,Cargo
1148,35.26771,-59.452637,81,Tanker
366,35.263226,-59.45157,64,Tanker
437,35.266384,-59.441196,31,Cargo
31,35.271824,-59.41919,88,Cargo
1455,35.276024,-59.436066,89,Cargo
1389,35.262863,-59.455555,21,Tanker
897,35.264435,-59.41002,92,Cargo
1292,35.263355,-59.454464,21,Tanker
1204,35.26298,-59.45401,4,Cargo
19,35.264915,-59.456127,32,Cargo
1177,35.273033,-59.419025,96,Cargo
1197,35.26845,-59.441498,56,Cargo
1111,35.272625,-59.43871,54,Cargo
727,35.2635,-59.450115,16,Cargo
1165,35.262707,-59.455273,4,Tanker
126,35.262737,-59.454346,15,Tanker
1504,35.26189,-59.455357,7,Cargo
1518,35.262615,-59.455547,1,Tanker
1022,35.262943,-59.452915,43,Tanker
243,35.263107,-59.441555,63,Cargo
1504,35.266407,-59.447067,89,Cargo
898,35.26537,-59.43521,76,Container
440,35.262634,-59.45512,6,Tanker
228,35.262707,-59.452976,36,Tanker
378,35.26332,-59.43347,40,Cargo
1563,35.264088,-59.446514,45,Container
20,35.262608,-59.455593,2,Tanker
688,35.262943,-59.454975,11,Tanker
102,35.26532,-59.452087,16,Cargo
92,35.262836,-59.454174,4,Container
459,35.264065,-59.45516,43,Cargo
1474,35.263397,-59.450684,9,Cargo
517,35.270798,-59.4379,87,Container
552,35.26298,-59.455387,4,Cargo
1342,35.266182,-59.433125,46,Cargo
1016,35.262955,-59.45523,19,Cargo
1292,35.263134,-59.454853,15,Tanker
1391,35.26404,-59.45184,48,Cargo
904,35.264606,-59.453705,35,Cargo
249,35.262733,-59.455128,2,Cargo
721,35.262722,-59.455124,8,Tanker
145,35.26967,-59.45718,86,Tanker
1415,35.263195,-59.454456,14,Tanker
